row_ID	ut	title	journal	date	doi	tot_cites	abstract	authors	n_aut	authors_id	author_country	keywords	Publication_year	Assignment	Analysis	Geography	Geography_verbatim	Year	Domain	Habitat_verbatim	Method_data_collection	Method_AI_title	Method_Omics_title	Method_verbatim	Title_biodiversity_string	Title_geo	Title_taxon	Title_hab	Taxon_specific	Taxonomic_div	Phylogenetic_div	Functional_div	Other_div	Other_diversity_string	Acanthocephala	Acoelomorpha	Annelida	Arthropoda	Brachiopoda	Bryozoa	Chaetognatha	Chordata	Cnidaria	Ctenophora	Cycliophora	Echinodermata	Entoprocta	Gastrotricha	Gnathostomulida	Hemichordata	Kinorhyncha	Loricifera	Micrognathozoa	Mollusca	Nematoda	Nematomorpha	Nemertea	Onychophora	Orthonectida	Phoronida	Placozoa	Platyhelminthes	Porifera	Priapulida	Rhombozoa	Rotifera	Sipuncula	Tardigrada	Xenoturbellida	Algae	Bryophyta	Pteridophyta	Gimnosperm	Angiosperms	Opisthosporidia	Chytridiomycota	Neocallimastigomycota	Blastocladiomycota	Zoopagomycota	Mucoromycota	Glomeromycota	Basidiomycota	Ascomycota	Protista	Bacteria	Archaea	Virus	Animal_generic	Plant_generic	Fungi_generic	Note
2528	WOS:000303028300006	Biodiversity of foraminifera from Late Pleistocene to Holocene coral reefs, South Sinai, Egypt	Marine Micropaleontology	04/01/2012	10.1016/j.marmicro.2012.02.002	14	Tropical coral reefs are among the most diverse marine ecosystems. In order to better understand temporal and spatial variation in late Quaternary biodiversity, foraminiferal faunas of two fossil, raised reef terraces at the southern Sinai Peninsula were studied and compared to modern coral reef faunas. Eleven U-series dates of shell fragments of the giant clam Tridacna sp. indicates deposition largely during marine isotope stage 5 (MIS 5), 77-129 kyr BP, for the two raised terraces. In these terraces, Amphistegina (A. lessonii and A. lobifera) dominates the five fossil foraminiferal associations. The fossil reef-fiat association 1 has common Gypsina piano, Homotrema rubra and Acervulina spp., and fossil reef-fiat association 2 consists of Amphistegina spp. Of the three fossil fore-reef associations, one has abundant porcelaneous taxa including Sorites, Amphisorus, Peneroplis and Borelis, one has a mix of porcelaneous taxa and attached-arborescent taxa (Homotrema and Placopsilina) and one has abundant attached and arborescent taxa (Miniacina, Gypsina, Acervulina and Planogypsina). The modern fringing reef is dominated by porcelaneous foraminifera, and three modern associations are identified. These include a lagoonal association with abundant Peneroplis pertusus, a reef-fiat association dominated by Sorites orbiculus and a fore-reef association with porcelaneous taxa plus common H. rubra, Amphistegina lessonii and A. lobifera. Based on our data and including additional published information on regional biodiversity it appears that during MIS 5 foraminiferal biodiversity was higher and community structure was different than within the modern reefs. These data and regional paleo-climate patterns indicate that oceanographic conditions in the Red Sea were probably closer to normal marine conditions during the last interglacial than they are today. (C) 2012 Elsevier B.V. All rights, reserved.	Parker, Justin H. ; Gischler, Eberhard ; Eisenhauer, Anton	3	5171343 ; 463147 ; 119157	Germany ; Germany ; Germany	foraminifera ; late pleistocene ; coral reef ; quaternary ; biodiversity ; marine isotope stage 5	2012	Michelangelo Morganti	yes	Afrotropical	Sinai, Egypt	2009	Saltwater	Coral reefs	Field sampling	0	0	NA	Biodiversity of foraminifera ... coral reef ...Egypt	1	1	1	Foraminifera	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	Protista Kingdom, currently not occuring among the available taxa SOLVED
2924	WOS:000227025100002	Consideration of biodiversity in environmental impact assessment in Western Australia: practitioner perceptions	Environmental Impact Assessment Review	02/01/2005	10.1016/j.eiar.2004.03.003	25	Biodiversity has become a central concern in environmental management. As such, it is crucial that it is included and fully considered in environmental impact assessment (EIA). This paper explores the definitions and perceptions of biodiversity, and the associated management implications, held by those involved in preparing and assessing EIA documents in Western Australia. This State has world-recognised biodiversity values and comprehensive impact assessment processes. These practitioners defined biodiversity in a range of ways from a very basic through to a sophisticated, extended definition. A range of approaches to its assessment was also evident. The most sophisticated practitioners placed biodiversity in its spatial and temporal context as well as being cognizant of community aspirations and the principle of net conservation benefit. The ability to properly consider biodiversity in EIA is dependent on good information, not only on flora and fauna but also on the concepts and processes associated with biodiversity. Clear policy directions, from the assessing authority, regarding the level and detail of assessment required, are also critical. (C) 2004 Elsevier Inc. All rights reserved.	Wegner, A ; Moore, SA ; Bailey, J	3	4579183 ; 550163 ; 4724718	Australia	biodiversity ; definitions ; environmental protection authority ; perceptions ; stakeholders	2005	Michelangelo Morganti	yes	Australasian	Western Australia	2004	NA	NA	Other	0	0	Survey among stakeholders and practitioners	biodiversity in environmental impact assessment ... Australia	1	0	0	NA	1	1	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA
2957	WOS:000497252700019	Overrepresentation of flagship species in primate documentaries and opportunities for promoting biodiversity	Biological Conservation	10/01/2019	10.1016/j.biocon.2019.07.033	1	Documentary films are intended to engage a broad audience and can be effective outreach tools for raising awareness of global biodiversity and conservation issues. We screened 210 films and recorded the duration that each primate species was on screen to evaluate their representation in documentaries and to assess factors potentially driving biases within these depictions. We expected that flagship species would be overrepresented such that: 1) apes would be more frequently included in documentaries than other primate taxa, 2) Critically Endangered and Endangered species would be more frequently included in documentaries than those of less concern, and 3) large-bodied primates would have more on-screen time than smaller-bodied primates. Due to factors affecting the accessibility of species, we hypothesized that: 4) species of Least Concern would be overrepresented, and 5) diurnal and cathemeral primates would be overrepresented compared to nocturnal primates. We found that documentary films portray only a fraction of primate biodiversity. Only a third of primate specie are portrayed in documentaries, and these tend to be large flagship species and easily filmed species. African apes were overrepresented compared to other primate taxa. Endangered and Least Concern species were overrepresented, whereas Vulnerable and Near Threatened species were underrepresented. Larger-bodied species and non-nocturnal primates were featured in more films and had longer on-screen times than smaller or nocturnal primates. Our findings suggest that audiences may benefit from the collaboration of filmmakers and scientists, which would likely result in greater species representation and more comprehensive coverage of relevant conservation issues.	Koenig, Crystal M. Riley ; Koenig, Bryan L. ; Sanz, Crickette M.	3	12293300 ; 2215076 ; 644004	USA ; USA ; USA ; USA	body size ; conservation status ; flagship species ; primates ; taxon ; outreach	2019	Michelangelo Morganti	yes	Global	NA	1900-2015	NA	NA	Review/Opinion	0	0	Review of documentaries for data gathering	primate... promoting biodiversity	0	1	0	Primates	1	0	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
3264	WOS:000534338500050	Macroalgal vegetation on a north European artificial reef (Loch Linnhe, Scotland): biodiversity, community types and role of abiotic factors	Journal of Applied Phycology	04/01/2020	10.1007/s10811-019-01918-2	1	Very little is known about the marine macroalgae of artificial reefs-especially in the North Atlantic-despite the growing number and extent of man-made structures in the sea, and even though seaweed communities have paramount importance as primary producers, but also as feeding, reproductive and nursery grounds in coastal ecosystems. This paper explores the macroalgal diversity of a large system of artificial reefs in Loch Linnhe, on the west coast of Scotland, in a quantitative and qualitative study based on diving surveys and correlates the observations with the prevalent abiotic factors. The study was conducted in order to test the hypothesis that artificial reefs can enhance seaweed habitats-in particular, for kelps-and that there is a clear correlation with substrate type. While the reef is home to a large range of biota and abundance of early-successional species of turf and bushy macroalgae, totalling 56 taxa and with Delesseria sanguinea as the dominant species, canopy-forming perennial kelp species are conspicuously relatively rare. Macroalgal vegetation is explored in correlation with reef geometry/geography and depth. Statistical analysis shows benthic communities were strongly affected by substrate type, with turf algae and invertebrates dominating the artificial reefs, while bushy algae dominate the natural ones. Common macroinvertebrates associated with the phytobenthic communities are assessed qualitatively.	Tsiamis, Konstantinos ; Salomidi, Maria ; Gerakaris, Vasilis ; Mogg, Andrew O. M. ; Porter, Elizabeth S. ; Sayer, Martin D. J. ; Kupper, Frithjof C.	7	40148440 ; 2043257 ; 35132878 ; 8368515 ; 40894982 ; 31636529 ; 296362	Greece ; Scotland ; Scotland ; Scotland ; Scotland ; Scotland	artificial reef ; delesseria ; laminaria ; phytobenthic communities ; seaweeds ; turf algae	2020	Michelangelo Morganti	yes	Palearctic	Loch Linnhe, Scotland	2014	Freshwater	NA	Field sampling	0	0	NA	Macroalgal ... biodiversity ... European artificial reef	1	1	1	Algae	1	0	0	0	NA	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
3305	WOS:000260938000012	On the use of parataxonomy in biodiversity monitoring: a case study on wild flora	Biodiversity and Conservation	12/01/2008	10.1007/s10531-008-9354-z	16	"Monitoring programs that assess species-richness and turnover are now regarded as essential to document biodiversity loss worldwide. Implementation of such programs is impeded by a general decrease in the number of skilled naturalists. Here we studied how morphotypes, instead of species, might be used by unskilled participants (referred to as \""volunteers\"") to survey common plant communities. Our main questions were: (1) Can morphotypes be used as a robust estimator of species-richness (alpha-diversity) and assemblage turnover (beta-diversity)? and (2) What is the robustness (reproducibility and repeatability) of such methods? Double inventories were performed on 150 plots in arable field margins, one by a non-expert using morphotypes, the other by a taxonomist using species. To test the robustness of morphotype identification among participants, 20 additional plots were surveyed by eight volunteers using the same protocol. We showed that (1) the number of morphotypes identified by unskilled volunteers in a plot was always strongly correlated with species-richness. (2) Morphotypes were sensitive to differences among habitats but were less accurate than species to detect these differences. (3) Morphotype identification varied significantly within and between volunteers. Due to this lack of repeatability and reproducibility, parataxonomy cannot be considered a good surrogate for taxonomy. Nevertheless, assuming that morphotypes are identified with standardized methods, and that results are used only to evaluate gross species-richness but not species turnover, parataxonomy might be a valuable tool for rapid biodiversity assessment of common wild flora."	Abadie, Jean-Claude ; Andrade, Camila ; Machon, Nathalie ; Porcher, Emmanuelle	4	1995819 ; 9369103 ; 751455 ; 1174049	France ; France	citizen science ; inventory ; monitoring ; morphotypes ; parataxonomy ; sampling bias ; taxonomy ; wider countryside	2008	Michelangelo Morganti	yes	Palearctic	Paris Region, France	2006	Terrestrial	NA	Field sampling	0	0	NA	biodiversity monitoring ... flora	0	1	0	Plants	1	0	0	1	para-taxonomic diversity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
3708	WOS:000432518400020	An optimization model for the planning of agroecosystems: Trading off socio-economic feasibility and biodiversity	Ecological Engineering	07/01/2018	10.1016/j.ecoleng.2018.03.010	3	Comprehensive approaches integrating ecological and socio-economic objectives are fundamental pillars in the design of more sustainable agroecosystems. To this purpose, we formulated an optimization model aimed to support decisions behind the planning of agricultural ecosystems. We demonstrate the proposed approach onto the design agroecosystems aimed at the regeneration of deforested lands in the Peruvian Amazon to investigate how the different objectives influence the species composition and the overall sustainability performance. The model incorporates the three dimensions of sustainability into the optimization objectives, i.e., annual income (economic dimension), species diversity (environmental dimension), and income stability (social dimension). The obtained results show, firstly, relevant tradeoffs between the economic objective and the social and ecological ones, with significant reductions in short term incomes in the agroecosystems with the highest levels of diversity. Secondly, the species compositions changes over time depending on the life cycle of selected species and following ecological succession paths. Finally, species diversity also determines heterogeneous ecological structures, and these are jointly good premises for ecosystem multi-functionality. We highlighted major methodological challenges for the planning of more sustainable agroecosystems, which are mainly linked to the conflict and trade-off analysis, long-term assessment, non steady-state solutions, and lack of data. Despite these challenges, the formulated optimization framework can quantitatively support the understanding and the pursuing of both the ecological conservation and the productivity of agroecosystems, and put the basis for future more detailed models.	Recanati, Francesca ; Guariso, Giorgio	2	6290208 ; 685634	Italy	tradeoff analysis ; agrobiodiversity ; diverse agroecosystems ; sustainable agriculture ; agroecosystem design	2018	Michelangelo Morganti	yes	Neotropical	Peruvian Amazon	NA	Terrestrial	NA	Field Sampling ; Other	0	0	Theoretical modelling validated with field data	biodiversity ... agrosystems	0	0	1	Plants	1	0	0	1	agrobiodiversity	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
3931	WOS:000085403100003	An estimation of the social benefits of preserving biodiversity	International Journal of Environment and Pollution	01/01/1999	NA	4	In this paper we try to evaluate the benefits of biodiversity restoration in the southwest of France, along the Garonne river. This particular riparian forest has been studied extensively by a group of ecologists belonging to the CNRS (National Center for Scientific Research) in Toulouse. A contingent valuation method was applied. A representative sample of 402 persons living in the surrounding region (the 'departements' Tarn-et-Garonne and Haute-Garonne) was asked in face-to-face interviews about their willingness-to-pay for the restoration programme. Even if these persons are familiar with the good to value because they live close to the river bank (less than 30 km), it appears that they adopt a donation attitude more than a transaction attitude. Moreover, an open question seems preferable to a close-ended question, in contrast to the recommendations made by the American administration.	Desaigues, B ; Ami, D	2	4653119 ; 4503110	France ; France	biodiversity ; contingent valuation ; social benefits	1999	Michelangelo Morganti	yes	Palearctic	Garonne River, France	2000	Freshwater ; Terrestrial	NA	Other	0	0	Survey among common citizens	social benefits ... biodiversity	0	0	0	NA	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA
4131	WOS:000338928200036	Threat evaluation for biodiversity conservation of forest ecosystems using geospatial techniques: A case study of Odisha, India	Ecological Engineering	08/01/2014	10.1016/j.ecoleng.2014.05.006	23	Up-scaling the evaluation of threat status of biodiversity from species to ecosystem level has remained for long a research challenge in global conservation science. To meet this challenge, the present study makes an attempt toward actionable conservation prescription and assigning a threat category scheme for forest ecosystems. The scheme sets the quantitative criteria for evaluation of cumulative anthropogenic threats in grid cells, such as deforestation, degradation, fragmentation, forest fires and biological invasions. Adopting the convention of IUCN, five conservation status categories (i.e. Critically Endangered, Endangered, Vulnerable, Near Threatened, Least Concern) have been similarly adopted for the forest ecosystems facing these threats. The operational success of this scheme of threat categories at ecosystem level has been strengthened by remote sensing and field data generated for the forest ecosystems of Odisha, India. The threat category status of the forest ecosystems were identified by creating grids (5 km x 5 km) in GIS and assigned the degree of the threats for each grid. The database on deforestation was generated using topographical maps of 1935 and remote sensing data of 1975 and 2010. The degradation in forest ecosystems have been assessed based on the change in forest canopy closure, fragmentation pattern, forest fire distribution and impact of biological invasions. The analysis for conservation priority hotspots complements an assessment of the threatened ecosystems undergoing remarkable level of multiple threats. Areas under the danger of cumulative anthropogenic threats would have a higher priority. 5.8% grids of existing forest had included under the category of conservation priority hotspot-I, followed by 12.4% in conservation priority hotspot-II, and 12.5% in conservation priority hotspot-III. An integrated approach involving the cumulative anthropogenic threat indicators have been found to be the most appropriate tool to empirically evaluate the threat status of the forest ecosystems. Finally, identification of ecosystems especially those facing increasing extinction risks, as attempted in the present study, can help in devising an appropriate policy and management agenda for the conservation and sustainable use of biodiversity. (C) 2014 Elsevier B.V. All rights reserved.	Reddy, C. Sudhakar ; Khuroo, Anzar A. ; Krishna, P. Hari ; Saranya, K. R. L. ; Jha, C. S. ; Dadhwal, V. K.	6	324539 ; 1849037 ; 3793050 ; 1898366 ; 435026 ; 72213	India ; India	biodiversity ; threat ; forest ecosystem ; conservation ; geospatial	2014	Michelangelo Morganti	yes	Indomalayan	Odisha, India	1935; 1975; 2010	Terrestrial	NA	Other	0	0	Remote sensing; historical aerial images	biodiversity conservation of forest ecosystems ... India	1	0	1	NA	1	0	1	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA
4214	WOS:000072694600004	Enhancing the biodiversity of Scotland's forest resource through the development of a network of forest habitats	Biodiversity and Conservation	01/01/1998	NA	10	Scottish Natural Heritage, the statutory conservation agency, is considering the desirability and feasibility of developing a network of woodland habitats to redress the long term trend of fragmentation and isolation. Woodland conservation has long been based on site protection, but recent changes in policy, attitude and practice have opened up the possibility of recreating native forest cover on a much larger scale. The ECONET approach appears to have much to offer as the basis for enhancing the biodiversity of Scotland's forest resource. A network could be developed from existing woods to form a Scotland-wide network of Core Forest Areas and major landscape links, largely associated with major valleys. To achieve this, existing concentrations of woodland would be extended into poorly wooded districts. Many vulnerable wildlife species are likely to benefit, and there would be other benefits for recreation, landscape and timber production.	Hampson, AM ; Peterken, GF	2	10813815 ; 583584	Scotland	forest ; biodiversity ; habitat network	1998	Michelangelo Morganti	yes	Palearctic	Scotland, UK	1998	Terrestrial	NA	Review/Opinion	0	0	NA	biodiversity of Scotland's forest	1	0	1	NA	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA
5226	WOS:000374662500009	Ophiuroid biodiversity patterns along the Antarctic Peninsula	Polar Biology	05/01/2016	10.1007/s00300-016-1911-4	4	Benthic ecological surveys using standardized methods are crucial for assessing changes associated with several threats in the Southern Ocean. The acquisition of data on assemblage structure over a variety of spatial scales is important to understand the variation of biodiversity patterns. During the ANT XXIX/3 (PS81) expedition of RV Polarstern, three different regions at the tip of the Antarctic Peninsula were sampled: the northwestern Weddell Sea, the Bransfield Strait, and the northern boundary of the South Shetland Archipelago in the Drake Passage. The aim of this study was to characterize the distribution and biodiversity patterns of ophiuroid assemblages in these regions and depths. We quantified different community parameters in terms of the number of species, abundance, and biomass. Additionally, we calculated various components of species diversity (alpha, beta, and gamma diversity) over the three regions. Based on the benthic surveys, we collected 3331 individuals that were identified to species level (17 species). Overall, species diversity, as measured based on rarefaction, species richness and evenness estimators, was higher in the Bransfield Strait compared to the Weddell Sea and Drake Passage. Two deep stations in the Weddell Sea showed high dominance only of Ophionotus victoriae. Significant differences in the patterns of alpha diversity were found among the regions but not between depth zones, whereas beta diversity showed no differences. Regarding the resemblance among the ophiuroid assemblages of each region, there was a significant gradient from east to west with a maximum distance between the stations in the Drake Passage and the Weddell Sea. This study provides a baseline for detecting potential effects related to climate change, and it furnishes a basis for the implementation of monitoring schemes of Antarctic assemblages.	Ambroso, Stefano ; Boehmer, Astrid ; Lopez-Gonzalez, Pablo ; Teixido, Nuria	4	4089635 ; 9840940 ; 306745 ; 35212133	Spain ; Germany ; Spain ; Italy	benthos ; community ; climate change ; diversity ; distribution ; southern ocean ; standardized protocol	2016	Michelangelo Morganti	yes	Antarctic	Antarctic Peninsula	2013	Saltwater	NA	Field sampling	0	0	NA	Ophiuroid biodiversity patterns	1	1	0	Ophiuroidea	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
5391	WOS:000288172000004	Direct Measurement Versus Surrogate Indicator Species for Evaluating Environmental Change and Biodiversity Loss	Ecosystems	01/01/2011	10.1007/s10021-010-9394-6	110	The enormity and complexity of problems like environmental degradation and biodiversity loss have led to the development of indicator species and other surrogate approaches to track changes in environments and/or in biodiversity. Under these approaches particular species or groups of species are used as proxies for other biota, particular environmental conditions, or for environmental change. The indicator species approach contrasts with a direct measurement approach in which the focus is on a single entity or a highly targeted subset of entities in a given ecosystem but no surrogacy relationships with unmeasured entities are assumed. Here, we present a broad philosophical discussion of the indicator species and direct measurement approaches because their relative advantages and disadvantages are not well understood by many researchers, resource managers and policy makers. A goal of the direct measurement approach is to demonstrate a causal relationship between key attributes of the target ecosystem system (for example, particular environmental conditions) and the entities selected for measurement. The key steps in the approach are based on the fundamental scientific principles of hypothesis testing and associated direct measurement that drive research activities, management activities and monitoring programs. The direct measurement approach is based on four critical assumptions:(1) the 'right' entities to measure have been selected, (2) these entities are well known, (3) there is sufficient understanding about key ecological processes and (4) the entities selected can be accurately measured. The direct measurement approach is reductionist and many elements of the biota, many biotic processes and environmental factors must be ignored because of practical considerations. The steps in applying the indicator species approach are broadly similar to the direct measurement approach, except surrogacy relationships also must be quantified between a supposed indicator species or indicator group and the factors for which it is purported to be a proxy. Such quantification needs to occur via: (1) determining the taxonomic, spatial and temporal bounds for which a surrogacy relationship does and does not hold. That is, the extent of transferability of a given surrogate such as an indicator species to other biotic groups, to landscapes, ecosystems, environmental circumstances or over time in the same location can be determined; and (2) determining the ecological mechanisms underpinning a surrogacy relationship (for example, through fundamental studies of community structure). Very few studies have rigorously addressed these two tasks, despite the extremely widespread use of the indicator species approach and similar kinds of surrogate schemes in virtually all fields of environmental, resource and conservation management. We argue that this has the potential to create significant problems; thus, the use of an indicator species approach needs to be better justified. Attempts to quantify surrogacy relationships may reveal that, in some circumstances, the alternative of direct measurement of particular entities of environmental or conservation interest will be the best option.	Lindenmayer, David B. ; Likens, Gene E.	2	8625 ; 33709	Australia ; USA	environmental and biodiversity surrogates ; the indicator species approach ; direct ecological measurement ; ecological transferability ; environmental monitoring ; biodiversity conservation	2011	Michelangelo Morganti	yes	Global	NA	2011	NA	NA	Review/Opinion	0	0	NA	Biodiversity Loss	0	0	0	NA	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA
5458	WOS:000258561200015	Phylogenetic trees and the future of mammalian biodiversity	Proceedings of the National Academy of Sciences of the United States of America	08/12/2008	10.1073/pnas.0801917105	115	Phylogenies describe the origins and history of species. However, they can also help to predict species' fates and so can be useful tools for managing the future of biodiversity. This article starts by sketching how phylogenetic, geographic, and trait information can be combined to elucidate present mammalian diversity patterns and how they arose. Recent diversification rates and standing diversity show different geographic patterns, indicating that cradles of diversity have moved over time. Patterns in extinction risk reflect both biological differences among mammalian lineages and differences in threat intensity among regions. Phylogenetic comparative analyses indicate that for small-bodied mammals, extinction risk is governed mostly by where the species live and the intensity of the threats, whereas for large-bodied mammals, ecological differences also play an important role. This modeling approach identifies species whose intrinsic biology renders them particularly vulnerable to increased human pressure. We outline how the approach might be extended to consider future trends in anthropogenic drivers, to identify likely future battlegrounds of mammalian conservation, and the likely casualties. This framework could help to highlight consequences of choosing among different future climatic and socioeconomic scenarios. We end by discussing priority-setting, showing how alternative currencies for diversity can suggest very different priorities. We argue that aiming to maximize long-term evolutionary responses is inappropriate, that conservation planning needs to consider costs as well as benefits, and that proactive conservation of largely intact systems should be part of a balanced strategy.	Davies, T. Jonathan ; Fritz, Susanne A. ; Grenyer, Richard ; Orme, C. David L. ; Bielby, Jon ; Bininda-Emonds, Olaf R. P. ; Cardillo, Marcel ; Jones, Kate E. ; Gittleman, John L. ; Mace, Georgina M. ; Purvis, Andy	11	99085 ; 749972 ; 1580572 ; 35205874 ; 1141046 ; 370506 ; 706065 ; 594980 ; 269956 ; 77226 ; 151813	England ; England ; USA ; England ; Germany ; Australia ; USA	extinction risk ; latent risk ; mammals	2008	Michelangelo Morganti	yes	Global	NA	2008	Terrestrial	NA	Big data	0	0	NA	the future of mammalian biodiversity	0	1	0	Terestrial Mammals	1	1	0	0	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
5518	WOS:000354450700021	Biodiversity and Community Composition in Urban Ecosystems: Coupled Human, Spatial, and Metacommunity Processes	Urban Ecology: Patterns, Processes, and Applications	01/01/2011	NA	40	NA	Swan, Christopher M. ; Pickett, Steward T. A. ; Szlavecz, Katalin ; Warren, Paige ; Willey, K. Tara	5	32202095 ; 163689 ; 736398 ; 972340 ; 26753494	USA ; USA ; USA ; USA ; USA	NA	2011	Michelangelo Morganti	yes	Global	NA	2011	Terrestrial	Urban	Review/Opinion	0	0	NA	Biodiversity ... Urban Ecosystems	0	0	1	NA	1	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	NA
5938	WOS:000316339900003	Loss of plant biodiversity eliminates stimulatory effect of elevated CO2 on earthworm activity in grasslands	Oecologia	03/01/2013	10.1007/s00442-012-2585-4	10	Earthworms are among the world's most important ecosystem engineers because of their effects on soil fertility and plant productivity. Their dependence on plants for carbon, however, means that any changes in plant community structure or function caused by rising atmospheric CO2 or loss of plant species diversity could affect earthworm activity, which may feed back on plant communities. Production of surface casts measured during three consecutive years in field experimental plots (n = 24, 1.2 m(2)) planted with local calcareous grassland species that varied in plant species richness (diversity levels: high, 31 species; medium, 12; low, 5) and were exposed to ambient (356 mu l CO2 l(-1)) or elevated (600 mu l CO2 l(-1)) CO2 was only consistently stimulated in high diversity plots exposed to elevated CO2 (+120 %, 31 spp: 603 +/- A 52 under ambient CO2 vs. 1,325 +/- A 204 g cast dwt. m(-2) year(-1) under elevated CO2 in 1996; +77 %, 940 +/- A 44 vs. 1,663 +/- A 204 g cast dwt. m(-2) year(-1) in 1998). Reductions in plant diversity had little effect on cast production in ecosystems maintained at ambient CO2, but the stimulatory effect of elevated CO2 on cast production disappeared when plant species diversity was decreased to 12 and 5 species. High diversity plots were also the only communities that included plant species that an earlier field study showed to be among the most responsive to elevated CO2 and to be most preferred by earthworms to deposit casts near. Further, the +87 % CO2-induced increase in cast production measured over the 3 years corresponded to a parallel increase in cumulative total nitrogen of 5.7 g N m(-2) and would help explain the large stimulation of aboveground plant biomass production observed in high-diversity communities under elevated CO2. The results of this study demonstrate how the loss of plant species from communities can alter responses of major soil heterotrophs and consequently ecosystem biogeochemistry.	Arnone, John A., III ; Zaller, Johann G. ; Hofer, Gabriela ; Schmid, Bernhard ; Koerner, Christian	5	702025 ; 631773 ; 35192366 ; 9225 ; 19682	USA ; Switzerland ; Austria ; Switzerland ; Switzerland	ecosystem engineers ; earthworm casts ; plant species richness ; calcareous grasslands ; soil nutrient availability ; npp ; co2 enrichment ; global change ; key species ; dactylis ; carex ; anthoxanthum	2013	Michelangelo Morganti	yes	Palearctic	Jura Mountain, Switzerland	1993	Terrestrial	NA	Field sampling	0	0	NA	Loss of plant biodiversity ... grasslands	0	1	1	Earthworms, Grasses	1	0	0	0	NA	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA
